loc,name,address,oper,const
전남,용당동,전남 목포시 동부로 31번길 20(용당1동 주민센터 옥상) 용당1동 주민센터 옥상,전라남도보건환경연구원,1994
전남,월내동,전남 여수시 여수산단로 1201(월내동) 여수산단 월내 폐수종말처리장,전라남도보건환경연구원,1996
전남,율촌면,전남 여수시 율촌면 동산개길 2 율촌면,전라남도보건환경연구원,2018
전남,장성읍,전남 장성군 장성읍 영천로 211 장성읍사무소 옥상,전라남도보건환경연구원,2017
전남,장천동,전남 순천시 장명로 30(장천동) 순천시청 별관 옥상,전라남도보건환경연구원,1994
전남,장흥읍,전남 장흥군 장흥읍 흥성로 23 장흥읍 측정소,전라남도보건환경연구원,2018
전남,중동,전남 광양시 중마중앙로 109 광양소방서 옥상,전라남도보건환경연구원,1990
전남,진도읍,전남 진도군 진도읍 진도대로 7195 진도읍 측정소,전라남도보건환경연구원,2018
전남,진상면,전남 광양시 진상면 신시길 227(섬거리) 진상면사무소,전라남도보건환경연구원,2002
전남,태인동,전남 광양시 태인길 376(태인동) 태인폐정수장 사무실,전라남도보건환경연구원,1994
전남,함평읍,전남 함평군 함평읍 중앙길 39 함평읍 측정소,전라남도보건환경연구원,2018
전남,해남읍,전남 해남군 해남읍 남부순환로 114 해남읍사무소,전라남도보건환경연구원,2018
전남,호두리,전남 순천시 해룡면 호두리 276-9 호두정수장,전라남도보건환경연구원,2009
전남,화순읍,전남 화순군 화순읍 동헌길 9-24 화순읍 측정소,전라남도보건환경연구원,2018
전남,화양면,전남 여수시 화양면 평촌길 2-6 화양면,전라남도보건환경연구원,2018
광주,건국동,광주 북구 첨단과기로 333 (광주테크노파크 벤처지원센터 옥상) 광주테크노파크 벤처지원센터 옥상,광주광역시보건환경연구원,
광주,노대동,광주광역시 남구 덕남길 7 문화관 근처 (노대동),광주광역시보건환경연구원,2019
광주,농성동,광주 서구 상무대로 1165 (광주시립미술관 상록전시관 단독건물) 광주시립미술관,광주광역시보건환경연구원,2015
광주,두암동,광주 북구 군왕로 141번길 6 (두암보건지소) 두암보건지소 3층 옥상,광주광역시보건환경연구원,
광주,서석동,광주 동구 서남로 1 동구청보건소,광주광역시보건환경연구원,
광주,송정1동,광주 광산구 광산로 70 송정1동 주민센터,광주광역시보건환경연구원,
광주,오선동,광주 광산구 하남산단 6번로 107 삼성전자 환경안전센터,광주광역시보건환경연구원,
광주,주월동,광주 남구 회서로 21번가길 13 주월1동 주민센터,광주광역시보건환경연구원,
광주,평동,광주광역시 광산구 평동산단로 184-1 평동종합비즈니스센터 후문 주차장 입구 (월전동),광주광역시보건환경연구원,2019
전북,개정동,전북 군산시 개정동 507-24 개정동주민센터 2층옥상 ,전라북도보건환경연구원,1997
전북,고산면,전북 완주군 고산면 고산로 69-13 고산면주민자치센터 옥상,전라북도보건환경연구원,2017
전북,고창읍,전북 고창군 고창읍 월곡공원 1길 36 여성회관 2층 옥상 ,전라북도보건환경연구원,2010
전북,노송동,전북 전주시 완산구 물왕멀3길 29 전주도시혁신센터 옥상 (서노송동),전라북도보건환경연구원,2002
전북,모현동,전북 익산시 배산로 189-10 익산시 청소년문화의 집 옥상,전라북도보건환경연구원,2011
전북,무주읍,전북 무주군 무주읍 향학로 49 무주읍사무소 옥상,전라북도보건환경연구원,2018
전북,봉동읍,전라북도 완주군 봉동읍 삼봉로 933 3층 옥외광장,전라북도보건환경연구원,2019
전북,부안읍,전북 부안군 행안면 변산로 16 농업인 회관,전라북도보건환경연구원,2016
전북,비응도동,전북 군산시 새만금북로 43 비응 119 안전센터 옥상 (비응도동),전라북도보건환경연구원,2019
전북,삼기면,전북 익산시 삼기면 황금로 513 삼기면 행정복지센터 옥상,전라북도보건환경연구원,2019
전북,삼천동,전북 전주시 완산구 용리로 107 삼천도서관 옥상 ,전라북도보건환경연구원,2006
전북,소룡동,전북 군산시 외항1길 222. (롯데주류) 3층옥상 롯데주류,전라북도보건환경연구원,2008
전북,송천동,전북 전주시 덕진구 동부대로 1183 전주시 농수산물도매시장 관리동,전라북도보건환경연구원,2018
전북,순창읍,전북 순창군 순창읍 경천로 33 순창군청 3층 옥상,전라북도보건환경연구원,2018
전북,신태인,전북 정읍시 신태인읍 신태인중앙로 14 신태인읍사무소,전라북도보건환경연구원,2018
전북,신풍동(군산),전북 군산시 대학로 215. 신풍동주민센터 옥상 ,전라북도보건환경연구원,1999
전북,심원면,전북 고창군 심원면 심원로 211 심원면사무소 옥상,전라북도보건환경연구원,2018
전북,연지동,전북 정읍시 조곡천1길 7. 여성문화관 옥상 ,전라북도보건환경연구원,2005
전북,옥산면,전북 군산시 옥산면 산성로 200 옥산면사무소 옥상,전라북도보건환경연구원,2019
전북,요촌동,전북 김제시 요촌중길 50 요촌동 주민센터 옥상,전라북도보건환경연구원,2015
전북,용동면,전북 익산시 용동면 용동1길 80-4 용동복지회관 옥상,전라북도보건환경연구원,2019
전북,임실읍,전북 임실군 임실읍 봉황로 144 임실읍사무소,전라북도보건환경연구원,2018
전북,장수읍,전북 장수군 장수읍 호비로 10 장수군청 옥상,전라북도보건환경연구원,2018
전북,죽항동,전북 남원시 죽항동 비석길 72 죽항동주민센터 옥상 ,전라북도보건환경연구원,2002
전북,진안읍,전북 진안군 진안읍 진무로 1189 진안군 보건소 옥상,전라북도보건환경연구원,2017
전북,팔복동,전북 전주시 덕진구 서귀로 107 청소년자유센터 옥상 ,전라북도보건환경연구원,1997
전북,팔봉동,전북 익산시 무왕로 1338. 익산소방서 옥상,전라북도보건환경연구원,2004
전북,함열읍,전라북도 익산시 함열읍 함열중앙로 83 익산시청 북부청사 옥상,전라북도보건환경연구원,2019
전북,혁신동,전라북도 전주시 덕진구 중동로 150 공원 내 (장동),전라북도보건환경연구원,
제주,남원읍,제주특별자치도 서귀포시 남원읍 남한로 67 서귀포시 동부노인복지회관,제주특별자치도보건환경연구원,2019
제주,대정읍,제주 서귀포시 대정읍 동일하모로149번길 21-8 대정청소년 수련관,제주특별자치도보건환경연구원,2018
제주,동홍동,제주 서귀포시 동홍동 453-1(서귀포소방서) 서귀포소방서,제주특별자치도보건환경연구원,2001
제주,성산읍,제주 서귀포시 성산읍 일주동로 4120번길 7 (동부소방서),제주특별자치도보건환경연구원,2017
제주,연동,제주 제주시 연동 322-1 번지 제주특별자치도청 제2청사 제주특별자치도청 제2청사 옥상,제주특별자치도보건환경연구원,2006
제주,이도동,제주 제주시 이도2동 1176-1(제주시청) 제주시청,제주특별자치도보건환경연구원,1994
,,,,
